,code_agb,groupe_aliment,sous_groupe_aliment,nom_produit,lci_name,code_saison,code_avion,kg_CO2_eq,Pt_utilisation_sol_eq,m3_consommation_eau_eq,mol_acidification_kg_eq,groupe_aliment_color
1109,20090,"fruits, légumes, légumineuses et oléagineux",légumes,"Scarole, crue",Escaroles,2,0,1.1,3.86,3.32,0.00571,#27AE60
1110,15010,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, graine",Sesame seed,2,0,5.18,1110.0,3.38,0.117,#27AE60
1111,15035,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, graine décortiquée","Sesame seed, husked",2,0,5.18,1110.0,3.38,0.117,#27AE60
1112,15038,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, grillé, graine décortiquée","Sesame seed, grilled, husked",2,0,5.18,1110.0,3.38,0.117,#27AE60
1113,20901,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Soja, graine entière","Soybean, whole grain",2,0,1.56,180.0,0.358,0.00844,#27AE60
1114,13126,"fruits, légumes, légumineuses et oléagineux",fruits,"Sureau, baie, crue","Elderberry, berries, raw",2,0,0.872,99.7,0.178,0.0249,#27AE60
1115,15203,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Tahin ou Purée de sésame,Tahini (sesame paste),2,0,2.78,532.0,1.69,0.0591,#27AE60
1116,13080,"fruits, légumes, légumineuses et oléagineux",fruits,"Tamarin, fruit immature, pulpe, cru","Tamarind, mature fruit, pulp, raw",2,0,0.49,95.2,7.25,0.00699,#27AE60
1117,4000,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Tapioca ou Perles du Japon, cru","Tapioca, raw",2,0,0.801,29.4,1.12,0.0109,#27AE60
1118,53200,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Taro, tubercule, cru","Taro, tuber, raw",2,0,0.63,23.3,1.07,0.00985,#27AE60
1119,53201,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Taro, tubercule, cuit","Taro, tuber, cooked",2,0,1.35,33.8,1.71,0.0151,#27AE60
1120,20158,"fruits, légumes, légumineuses et oléagineux",légumes,"Tétragone cornue, cuite","New Zealand spinach, cooked",2,0,0.804,-19.4,0.502,0.00314,#27AE60
1121,20172,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate cerise, crue","Tomato, cherry, raw",2,0,0.582,-2.31,1.89,0.00283,#27AE60
1122,20047_2,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate de saison, crue","Tomato, in season, raw",1,0,0.582,-2.31,1.89,0.00283,#27AE60
1123,20047_3,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate hors saison, crue","Tomato, off season, raw",0,0,1.96,6.62,2.61,0.00816,#27AE60
1124,20119,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate verte, crue","Tomato, green, raw",2,0,0.703,1.68,2.29,0.00444,#27AE60
1125,20068,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, concentré, appertisé","Tomato paste, concentrated, canned",2,0,2.82,-13.3,15.9,0.016,#27AE60
1126,20260,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","Tomato coulis, canned (tomato puree semi-reduced 11%)",2,0,0.67,0.328,1.19,0.00335,#27AE60
1127,20047_1,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, crue","Tomato, raw",2,0,0.703,1.68,2.29,0.00444,#27AE60
1128,20268,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, double concentré, appertisé","Tomato paste, double concentrate, canned",2,0,4.13,-30.8,24.6,0.0263,#27AE60
1129,20048,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pelée, appertisée, égouttée","Tomato, peeled, canned, drained",2,0,1.26,0.601,1.9,0.00545,#27AE60
1130,20242,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe et peau, bouillie/cuite à l'eau","Tomato, pulp and peel, boiled/cooked in water",2,0,1.23,2.55,2.84,0.00618,#27AE60
1131,20289,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe et peau, rôtie/cuite au four","Tomato, roasted/baked, with skin",2,0,1.21,2.91,2.84,0.00648,#27AE60
1132,20169,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe, appertisée","Tomato pulp, canned",2,0,0.915,0.441,1.48,0.00422,#27AE60
1133,20170,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, purée, appertisée","Tomato puree, canned",2,0,0.67,0.328,1.19,0.00335,#27AE60
1134,20189,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, séchée","Tomato, dried",2,0,7.48,-42.2,28.4,0.0494,#27AE60
1135,20256,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, séchée, à l'huile","Tomato, dried, in oil",2,0,7.48,-42.2,28.4,0.0494,#27AE60
1136,20196,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Topinambour, cru","Jerusalem artichoke, raw",2,0,0.505,29.2,0.0679,0.00542,#27AE60
1137,20050,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Topinambour, cuit","Jerusalem artichoke, cooked",2,0,1.13,43.1,0.202,0.00917,#27AE60
1138,15011,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Tournesol, graine",Sunflower seed,2,0,3.25,543.0,1.8,0.0226,#27AE60
1139,15045,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Tournesol, graine, grillé, salé","Sunflower seed, grilled, salted",2,0,3.25,543.0,1.8,0.0226,#27AE60
1140,31035,glaces et sorbets,glaces,Barre glacée chocolatée,"Ice cream, chocolate coated",2,0,1.74,72.5,1.03,0.0203,#F1948A
1141,39533,glaces et sorbets,desserts glacés,Bûche glacée,Ice cream log,2,0,1.74,72.5,1.03,0.0203,#F1948A
1142,39530,glaces et sorbets,desserts glacés,Citron givré ou Orange givrée (sorbet),Frosted lemon or orange (sorbet),2,0,1.74,72.5,1.03,0.0203,#F1948A
1143,39534,glaces et sorbets,desserts glacés,Coupe glacée parfum pêche Melba ou poire Belle-Hélène,"Goblet of ice cream, peach Melba or Belle Helene pear type",2,0,2.08,120.0,0.682,0.0205,#F1948A
1144,39532,glaces et sorbets,desserts glacés,Coupe glacée type café ou chocolat liégeois,"Goblet of ice cream, coffee or chocolate ice cream topped with whipped cream",2,0,2.08,120.0,0.682,0.0205,#F1948A
1145,39516,glaces et sorbets,desserts glacés,"Dessert glacé feuilleté, à partager","Frozen dessert, puff pastry, to share",2,0,1.74,72.5,1.03,0.0203,#F1948A
1146,39502,glaces et sorbets,desserts glacés,Dessert glacé type mystère ou vacherin,"Frozen dessert, ice cream with meringue, vacherin ice cream or mystery ice cream type",2,0,1.74,72.5,1.03,0.0203,#F1948A
1147,39512,glaces et sorbets,desserts glacés,"Dessert glacé, type sundae","Frozen dessert, Sundae ice cream type",2,0,1.74,72.5,1.03,0.0203,#F1948A
1148,39526,glaces et sorbets,sorbets,Glace à l'eau,Ice lolly,2,0,0.9,34.9,1.05,0.01,#F1948A
1149,39517,glaces et sorbets,glaces,Glace au yaourt,Frozen yogurt,2,0,1.74,72.5,1.03,0.0203,#F1948A
1150,39503,glaces et sorbets,glaces,"Glace ou crème glacée, bâtonnet, enrobé de chocolat","Ice cream on stick, with chocolate coating",2,0,1.74,72.5,1.03,0.0203,#F1948A
1151,39509,glaces et sorbets,glaces,"Glace ou crème glacée, cône (taille standard)","Ice cream, cone (normal size)",2,0,1.74,72.5,1.03,0.0203,#F1948A
1152,39515,glaces et sorbets,glaces,"Glace ou crème glacée, en bac","Ice cream, in box",2,0,1.74,72.5,1.03,0.0203,#F1948A
1153,39520,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en bac","Ice cream, luxury, in box",2,0,1.74,72.5,1.03,0.0203,#F1948A
1154,39521,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en pot","Ice cream, luxury, in cup",2,0,1.74,72.5,1.03,0.0203,#F1948A
1155,39522,glaces et sorbets,glaces,"Glace ou crème glacée, mini cône","Ice cream, cone, mini",2,0,1.74,72.5,1.03,0.0203,#F1948A
1156,39531,glaces et sorbets,glaces,"Glace ou crème glacée, petit pot enfant","Ice cream, in cup for children",2,0,1.74,72.5,1.03,0.0203,#F1948A
1157,39523,glaces et sorbets,glaces,"Glace ou crème glacée, pot individuel","Ice cream, in individual cup",2,0,1.74,72.5,1.03,0.0203,#F1948A
1158,39529,glaces et sorbets,desserts glacés,Nougat glacé,Iced nougat,2,0,1.74,72.5,1.03,0.0203,#F1948A
1159,39518,glaces et sorbets,desserts glacés,Omelette norvégienne,baked Alaska,2,0,1.74,72.5,1.03,0.0203,#F1948A
1160,39401,glaces et sorbets,desserts glacés,Pêche melba,Peach melba (with vanilla ice cream and raspberry sauce),2,0,2.08,120.0,0.682,0.0205,#F1948A
1161,39519,glaces et sorbets,desserts glacés,Poire belle Hélène,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),2,0,1.74,72.5,1.03,0.0203,#F1948A
1162,23472,glaces et sorbets,desserts glacés,Profiterole avec glace vanille et sauce chocolat,"Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce",2,0,3.62,149.0,1.05,0.0224,#F1948A
1163,31013,glaces et sorbets,sorbets,"Sorbet, bâtonnet","Sorbet, on stick",2,0,1.07,62.7,4.74,0.0102,#F1948A
1164,39524,glaces et sorbets,sorbets,"Sorbet, en bac","Sorbet, in box",2,0,0.986,61.8,4.61,0.00979,#F1948A
1165,12112,lait et produits laitiers,fromages,Abondance,"Abondance cheese, from cow's milk",2,0,5.98,309.0,2.09,0.0612,#F0F3F4
1166,12761,lait et produits laitiers,fromages,Asiago,"Asiago cheese, from cow's milk",2,0,5.89,304.0,2.06,0.0602,#F0F3F4
1167,12105,lait et produits laitiers,fromages,Beaufort,"Beaufort cheese, from cow's milk",2,0,6.1,317.0,2.12,0.0626,#F0F3F4
1168,12526,lait et produits laitiers,fromages,Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),"Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk",2,0,5.5,287.0,2.01,0.0569,#F0F3F4
1169,19508,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré","Dairy drink or fermented milk or yogurt, flavoured, with sugar",2,0,1.66,75.7,1.41,0.0155,#F0F3F4
1170,19535,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","Dairy drink or fermented milk or yogurt, with fruits, with sugar",2,0,1.66,75.7,1.41,0.0155,#F0F3F4
1171,19538,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei","Dairy drink or fermented milk or yogurt, plain, with sugar, with L Casei",2,0,1.66,75.7,1.41,0.0155,#F0F3F4
1172,12021,lait et produits laitiers,fromages,Brie de Meaux,"Brie de Meaux cheese, from cow's milk",2,0,5.05,259.0,1.88,0.0517,#F0F3F4
1173,12022,lait et produits laitiers,fromages,Brie de Melun,"Brie de Melun cheese, from cow's milk",2,0,5.1,262.0,1.9,0.0523,#F0F3F4
1174,12020,lait et produits laitiers,fromages,"Brie, sans précision","Brie cheese, from cow's milk",2,0,5.21,269.0,1.93,0.0535,#F0F3F4
1175,12006,lait et produits laitiers,fromages,Camembert au lait cru,"Camembert cheese, from cow's milk, from raw milk",2,0,5.18,267.0,1.92,0.0532,#F0F3F4
1176,12001,lait et produits laitiers,fromages,"Camembert, sans précision","Camembert cheese, from cow's milk",2,0,5.18,267.0,1.92,0.0532,#F0F3F4
1177,12722,lait et produits laitiers,fromages,Cantal entre-deux,"Cantal cheese, half matured, from cow's milk",2,0,5.84,300.0,2.05,0.0595,#F0F3F4
1178,12723,lait et produits laitiers,fromages,"Cantal, Salers ou Laguiole","Cantal, Salers or Laguiole cheese, from cow's milk",2,0,5.91,305.0,2.07,0.0604,#F0F3F4
1179,12025,lait et produits laitiers,fromages,Carré de l'Est,"Carré de l'Est cheese, from cow's milk",2,0,5.0,256.0,1.87,0.0511,#F0F3F4
1180,12830,lait et produits laitiers,fromages,Chabichou (fromage de chèvre),"Chabichou cheese, from goat's milk",2,0,6.82,494.0,6.07,0.169,#F0F3F4
1181,12028,lait et produits laitiers,fromages,Chaource,"Chaource cheese, from cow's milk",2,0,4.92,250.0,1.86,0.0501,#F0F3F4
1182,12726,lait et produits laitiers,fromages,Cheddar,"Cheddar cheese, from cow's milk",2,0,6.18,322.0,2.15,0.0637,#F0F3F4
1183,19689,lait et produits laitiers,produits laitiers frais et assimilés,"Cheesecake ou Gâteau au fromage frais, rayon frais","Cheesecake, refrigerated",2,0,2.85,148.0,1.61,0.0371,#F0F3F4
1184,12846,lait et produits laitiers,fromages,Chevrot (fromage de chèvre),"Chevrot cheese, from goat's milk",2,0,6.24,446.0,5.53,0.153,#F0F3F4
1185,39216,lait et produits laitiers,produits laitiers frais et assimilés,"Clafoutis aux fruits, rayon frais","Fruits batter-pudding, refrigerated",2,0,1.78,810.0,31.3,0.0216,#F0F3F4
1186,12110,lait et produits laitiers,fromages,Comté,"Comté cheese, from cow's milk",2,0,6.22,325.0,2.16,0.0642,#F0F3F4
1187,12010,lait et produits laitiers,fromages,Coulommiers,"Coulommiers cheese, from cow's milk",2,0,5.41,282.0,1.98,0.0559,#F0F3F4
1188,39211,lait et produits laitiers,produits laitiers frais et assimilés,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais","Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated",2,0,3.6,152.0,1.47,0.0282,#F0F3F4
1189,39213,lait et produits laitiers,produits laitiers frais et assimilés,"Crème brûlée, rayon frais","Caramelized custard cream (crème brûlée), refrigerated",2,0,1.9,85.9,1.54,0.0231,#F0F3F4
1190,39209,lait et produits laitiers,produits laitiers frais et assimilés,"Crème caramel, rayon frais","Custard cream with caramel sauce, refrigerated",2,0,1.78,82.1,1.45,0.0263,#F0F3F4
1191,19420,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème chantilly, sous pression, UHT","Whipped cream or Chantilly cream, under pressure, UHT",2,0,1.7,78.0,0.574,0.017,#F0F3F4
1192,19431,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais","Thick cream, light, 15-20% fat, refrigerated",2,0,2.53,122.0,0.612,0.0248,#F0F3F4
1193,19430,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT","Liquid cream, light, 15-20% fat, UHT",2,0,2.42,122.0,0.616,0.0243,#F0F3F4
1194,19410,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, épaisse, rayon frais","Thick cream 30% fat, refrigerated",2,0,3.64,188.0,0.97,0.0375,#F0F3F4
1195,19415,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, semi-épaisse, UHT","Liquid cream 30% fat, UHT",2,0,3.53,188.0,0.974,0.037,#F0F3F4
1196,39214,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, appertisée","Custard dessert, vanilla, canned",2,0,1.49,63.9,0.633,0.0147,#F0F3F4
1197,39229,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, rayon frais","Custard dessert, vanilla, refrigerated",2,0,1.59,63.7,0.667,0.0149,#F0F3F4
1198,39246,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au café, rayon frais","Custard dessert, coffee, refrigerated",2,0,1.59,63.7,0.667,0.0149,#F0F3F4
1199,39247,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au caramel, rayon frais","Custard dessert, caramel, refrigerated",2,0,1.59,63.7,0.667,0.0149,#F0F3F4
1200,39506,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, appertisée","Custard dessert, chocolate, canned",2,0,3.31,133.0,0.673,0.0153,#F0F3F4
1201,39200,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, rayon frais","Custard dessert, chocolate, refrigerated",2,0,3.41,133.0,0.708,0.0155,#F0F3F4
1202,19673,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert, allégée en MG, rayon frais","Custard dessert, reduced fat, refrigerated",2,0,1.59,63.7,0.667,0.0149,#F0F3F4
1203,39710,lait et produits laitiers,produits laitiers frais et assimilés,Crème pâtissière,Pastry cream or custard,2,0,1.39,64.6,0.725,0.0144,#F0F3F4
1204,12834,lait et produits laitiers,fromages,Crottin de Chavignol (fromage de chèvre),"Crottin de Chavignol cheese, from goat's milk",2,0,6.82,494.0,6.07,0.169,#F0F3F4
1205,12832,lait et produits laitiers,fromages,"Crottin de chèvre, au lait cru","Crottin cheese, from goat's milk, from raw milk",2,0,7.85,577.0,7.02,0.197,#F0F3F4
1206,12833,lait et produits laitiers,fromages,"Crottin de chèvre, sans précision","Crottin cheese, from goat's milk",2,0,7.85,577.0,7.02,0.197,#F0F3F4
1207,20911,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja aromatisé, rayon frais","Soy dessert, flavoured, refrigerated",2,0,0.867,36.4,1.22,0.00563,#F0F3F4
1208,19692,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja, aux fruits, rayon frais","Soy dessert, w fruits, refrigerated",2,0,0.867,36.4,1.22,0.00563,#F0F3F4
1209,19693,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja, nature, rayon frais","Soy dessert, plain, refrigerated",2,0,0.835,28.2,0.405,0.00508,#F0F3F4
1210,12729,lait et produits laitiers,fromages,Edam,"Edam cheese, from cow's milk",2,0,5.88,303.0,2.06,0.06,#F0F3F4
1211,12115,lait et produits laitiers,fromages,Emmental ou emmenthal,"Emmental cheese, from cow's milk",2,0,6.13,319.0,2.13,0.063,#F0F3F4
1212,12118,lait et produits laitiers,fromages,Emmental ou emmenthal râpé,"Emmental cheese, grated, from cow's milk",2,0,6.16,321.0,2.14,0.0634,#F0F3F4
1213,12038,lait et produits laitiers,fromages,Époisses,"Époisses cheese, from cow's milk",2,0,4.99,255.0,1.86,0.051,#F0F3F4
1214,19641,lait et produits laitiers,produits laitiers frais et assimilés,"Faisselle, 6% MG environ","Drained soft fresh cheese, around 6% fat",2,0,5.08,265.0,1.78,0.0526,#F0F3F4
1215,12061,lait et produits laitiers,fromages,Feta de brebis,"Feta cheese, from ewe's milk",2,0,5.49,574.0,1.28,0.112,#F0F3F4
1216,19674,lait et produits laitiers,produits laitiers frais et assimilés,"Flan aux œufs, rayon frais","Flan with eggs, refrigerated",2,0,1.75,79.8,1.0,0.0211,#F0F3F4
1217,12121,lait et produits laitiers,fromages,Fontina,"Fontina cheese, from cow's milk",2,0,5.16,266.0,1.91,0.053,#F0F3F4
1218,12522,lait et produits laitiers,fromages,Fourme d'Ambert,"Fourme d'Ambert cheese, from cow's milk",2,0,5.42,282.0,1.99,0.0561,#F0F3F4
1219,12519,lait et produits laitiers,fromages,Fourme de Montbrison,Fourme de Montbrison cheese,2,0,5.53,289.0,2.02,0.0573,#F0F3F4
1220,12705,lait et produits laitiers,fromages,Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,"Firm cheese, around 14% fat, Maasdam-type cheese, reduced fat",2,0,5.43,273.0,1.92,0.0545,#F0F3F4
1221,12741,lait et produits laitiers,fromages,Fromage à pâte ferme environ 27% MG type Maasdam,"Firm cheese, around 27% fat, Maasdam-type cheese",2,0,5.76,295.0,2.02,0.0586,#F0F3F4
1222,12047,lait et produits laitiers,fromages,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)","Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)",2,0,5.36,279.0,1.97,0.0553,#F0F3F4
1223,12008,lait et produits laitiers,fromages,Fromage à pâte molle double crème environ 30% MG,"Soft-ripened cheese, double cream, around 30% fat",2,0,5.25,272.0,1.94,0.0541,#F0F3F4
1224,12003,lait et produits laitiers,fromages,Fromage à pâte molle et croûte fleurie (type camembert),Soft-ripened cheese with bloomy rind (Camembert-type cheese),2,0,5.38,280.0,1.97,0.0555,#F0F3F4
1225,12035,lait et produits laitiers,fromages,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG","Soft-ripened washed-rind cheese, reduced fat, around 13% fat",2,0,5.16,266.0,1.91,0.053,#F0F3F4
1226,12050,lait et produits laitiers,fromages,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,"Soft -ripened washed, bloomy and coloured rind cheese",2,0,5.16,266.0,1.91,0.053,#F0F3F4
1227,12033,lait et produits laitiers,fromages,Fromage à pâte molle triple crème environ 40% MG,"Soft-ripened cheese, triple cream, around 40% fat",2,0,5.16,266.0,1.91,0.053,#F0F3F4
1228,12116,lait et produits laitiers,fromages,"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse","Hard cheese, emmental-type cheese, reduced fat",2,0,6.16,321.0,2.14,0.0634,#F0F3F4
1229,19644,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, 0% MG","Fresh cream cheese, plain, fat free",2,0,1.6,66.2,0.312,0.0142,#F0F3F4
1230,19646,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, 3% MG environ","Fresh cream cheese, plain, around 3% fat",2,0,1.82,79.4,0.383,0.0167,#F0F3F4
1231,19649,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, gourmand, 8% MG environ","Fresh cream cheese, plain, creamy, around 8% fat",2,0,2.19,101.0,0.501,0.0209,#F0F3F4
1232,19659,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ","Fresh cream cheese, with fruits, creamy, with sugar, around 7% fat",2,0,1.45,59.6,1.08,0.0126,#F0F3F4
1233,12520,lait et produits laitiers,fromages,Fromage bleu au lait de vache,"Blue cheese, from cow's milk",2,0,5.3,274.0,1.95,0.0546,#F0F3F4
1234,12521,lait et produits laitiers,fromages,Fromage bleu d'Auvergne,"Auvergne blue cheese, from cow's milk",2,0,5.42,282.0,1.99,0.056,#F0F3F4
1235,12527,lait et produits laitiers,fromages,Fromage bleu de Bresse,"Bresse blue cheese, from cow's milk",2,0,5.3,274.0,1.95,0.0546,#F0F3F4
1236,12528,lait et produits laitiers,fromages,Fromage bleu de Bresse allegé environ 15% MG,"Bresse blue cheese, from cow's milk, reduced fat, around 15% fat",2,0,5.03,258.0,1.88,0.0515,#F0F3F4
1237,12523,lait et produits laitiers,fromages,Fromage bleu des Causses,"Causses blue cheese, from cow's milk",2,0,5.44,283.0,1.99,0.0562,#F0F3F4
1238,12824,lait et produits laitiers,fromages,Fromage de brebis à pâte molle et croûte fleurie,"Soft ripened cheese with bloomy rind, from ewe's milk, Camembert-type cheese",2,0,5.49,574.0,1.28,0.112,#F0F3F4
1239,12827,lait et produits laitiers,fromages,Fromage de brebis à pâte pressée,"Semi-hard cheese, from ewe's milk",2,0,4.79,479.0,1.07,0.0933,#F0F3F4
1240,12762,lait et produits laitiers,fromages,Fromage de brebis Corse à pâte molle,"Corsica soft ripened cheese, from ewe's milk",2,0,8.22,907.0,1.72,0.175,#F0F3F4
1241,12747,lait et produits laitiers,fromages,Fromage de brebis des Pyrénées,"Pyrénées cheese, from ewe's milk",2,0,5.26,545.0,1.12,0.106,#F0F3F4
1242,12820,lait et produits laitiers,fromages,Fromage de chèvre à pâte molle et croûte fleurie type camembert,"Soft-ripened cheese with bloomy rind, from goat's milk, Camembert-type cheese",2,0,7.55,553.0,6.75,0.189,#F0F3F4
1243,12814,lait et produits laitiers,fromages,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé","Soft-ripened cheese, from goat's milk, from pasteurised milk",2,0,7.55,553.0,6.75,0.189,#F0F3F4
1244,12812,lait et produits laitiers,fromages,Fromage de chèvre bûche,"Cheese, buche, from goat's milk",2,0,5.65,398.0,4.99,0.137,#F0F3F4
1245,12813,lait et produits laitiers,fromages,"Fromage de chèvre bûche, allégé en matière grasse","Cheese, buche, from goat's milk, light",2,0,6.16,440.0,5.46,0.151,#F0F3F4
1246,12810,lait et produits laitiers,fromages,Fromage de chèvre demi-sec,"Cheese, semi-dry, from goat's milk",2,0,5.99,420.0,5.13,0.143,#F0F3F4
1247,12804,lait et produits laitiers,fromages,"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)","Cheese, from goat's milk, fresh, from raw milk",2,0,5.14,356.0,4.52,0.122,#F0F3F4
1248,12800,lait et produits laitiers,fromages,"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)","Cheese, from goat's milk, fresh, from pasteurised milk",2,0,6.16,440.0,5.46,0.151,#F0F3F4
1249,12805,lait et produits laitiers,fromages,"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)","Cheese, from goat's milk, fresh",2,0,5.72,404.0,5.06,0.139,#F0F3F4
1250,12803,lait et produits laitiers,fromages,"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)","Cheese, from goat's milk",2,0,6.16,440.0,5.46,0.151,#F0F3F4
1251,12801,lait et produits laitiers,fromages,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)","Cheese, from goat's milk, from raw milk",2,0,6.38,458.0,5.67,0.157,#F0F3F4
1252,12802,lait et produits laitiers,fromages,"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)","Cheese, from goat's milk, from pasteurised milk",2,0,6.16,440.0,5.46,0.151,#F0F3F4
1253,12815,lait et produits laitiers,fromages,Fromage de chèvre sec,"Cheese, dry, from goat's milk",2,0,5.7,404.0,4.91,0.138,#F0F3F4
1254,12320,lait et produits laitiers,fromages,"Fromage fondu double crème, environ 31% MG","Processed cheese, double cream, around 31% fat",2,0,5.16,266.0,1.91,0.053,#F0F3F4
1255,12310,lait et produits laitiers,fromages,Fromage fondu en portions ou en cubes environ 20% MG,"Processed cheese, around 20% fat, in wedges or cubes",2,0,5.16,266.0,1.91,0.053,#F0F3F4
1256,12300,lait et produits laitiers,fromages,Fromage fondu en tranchettes,"Processed cheese, in slices",2,0,5.16,266.0,1.91,0.053,#F0F3F4
1257,19667,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D","Petit-Suisse, fresh cream cheese type, fruits flavoured, 2-3% fat, fortified with calcium and vitamin D",2,0,1.79,77.4,0.373,0.0164,#F0F3F4
1258,19661,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, aux fruits, 2-3% MG","Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat",2,0,1.79,77.4,0.373,0.0164,#F0F3F4
1259,19662,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D","Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat, fortified with calcium and vitamin D",2,0,1.79,77.4,0.373,0.0164,#F0F3F4
1260,19663,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, nature, 0% MG","Petit-Suisse, fresh cream cheese type, plain, fat free",2,0,1.6,66.2,0.312,0.0142,#F0F3F4
